date,total_github_stars,so_questions,google_trends_score,details_github,details_so
2025-12-19,51783,293,3.4,"{""mojicians/awesome-mojo"": {""stars"": 1049, ""forks"": 68, ""watchers"": 36}, ""modularml/mojo"": {""stars"": 25367, ""forks"": 2743, ""watchers"": 259}, ""modular/modular"": {""stars"": 25367, ""forks"": 2743, ""watchers"": 259}}","{""mojolang"": 43, ""mojo"": 250}"
